City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
232,Karratha,AU,2021-04-13 18:00:31,-20.7377,116.8463,81.75,69,91,5.55
233,Omsukchan,RU,2021-04-13 18:00:32,62.5333,155.8,-21.51,99,30,3.4
234,Champerico,GT,2021-04-13 18:00:32,14.3,-91.9167,91.4,52,1,4.61
235,Los Llanos De Aridane,ES,2021-04-13 18:00:32,28.6585,-17.9182,75.2,69,20,9.22
236,Villa Bruzual,VE,2021-04-13 18:00:33,9.3328,-69.1208,95.32,34,78,7.76
237,Tikrit,IQ,2021-04-13 17:56:44,34.6071,43.6782,66.07,26,6,12.08
238,Buchanan,LR,2021-04-13 18:00:34,5.8808,-10.0467,87.8,74,75,11.5
239,Amapa,BR,2021-04-13 18:00:34,1.0,-52.0,74.16,98,82,4.54
240,Wahiawa,US,2021-04-13 17:56:15,21.5028,-158.0236,73.99,82,1,4.61
241,Belyy Yar,RU,2021-04-13 18:00:35,53.6039,91.3903,32.0,93,96,3.91
242,Tura,IN,2021-04-13 18:00:35,25.5198,90.2201,78.31,28,0,6.38
243,Hamilton,US,2021-04-13 17:56:44,39.1834,-84.5333,62.01,44,20,4.61
244,Cururupu,BR,2021-04-13 18:00:36,-1.8283,-44.8683,85.73,64,93,7.45
245,Yerbogachen,RU,2021-04-13 18:00:36,61.2767,108.0108,17.87,93,15,5.7
246,Roma,US,2021-04-13 18:00:37,43.2128,-75.4557,61.0,48,20,2.59
247,Carroll,US,2021-04-13 18:00:37,39.5501,-77.0164,60.8,63,75,5.75
248,Port Lincoln,AU,2021-04-13 18:00:38,-34.7333,135.8667,61.5,69,62,17.52
249,Antofagasta,CL,2021-04-13 18:00:03,-23.65,-70.4,73.0,63,20,12.66
250,Alofi,NU,2021-04-13 18:00:38,-19.0595,-169.9187,68.0,94,40,1.14
251,Havelock,US,2021-04-13 18:00:39,34.8791,-76.9013,70.0,59,27,1.99
252,Skibbereen,IE,2021-04-13 18:00:39,51.55,-9.2667,50.0,71,20,9.22
253,Alice Town,BS,2021-04-13 18:00:39,25.7167,-79.3,76.26,49,0,10.13
254,Itoman,JP,2021-04-13 18:00:40,26.1247,127.6694,69.8,83,75,11.5
255,Longyearbyen,SJ,2021-04-13 18:00:40,78.2186,15.6401,10.4,61,20,19.57
256,Adiake,CI,2021-04-13 18:00:41,5.2863,-3.304,86.0,79,40,9.22
257,Havoysund,NO,2021-04-13 18:00:41,70.9963,24.6622,33.8,60,100,10.36
258,Patiya,BD,2021-04-13 18:00:41,22.2931,91.9762,72.61,93,31,3.8
259,Marawi,PH,2021-04-13 18:00:42,7.9986,124.2928,77.0,88,99,4.0
260,Poum,NC,2021-04-13 18:00:42,-20.2333,164.0167,77.29,86,100,14.67
261,Tutoia,BR,2021-04-13 18:00:43,-2.7619,-42.2744,87.8,74,75,11.5
262,Rio Grande,BR,2021-04-13 18:00:14,-32.035,-52.0986,77.0,47,40,6.91
263,Shelburne,CA,2021-04-13 18:00:43,44.0787,-80.2041,60.01,59,78,10.36
264,Pangnirtung,CA,2021-04-13 18:00:43,66.1451,-65.7125,17.6,86,90,12.66
265,Jacareacanga,BR,2021-04-13 18:00:44,-6.2222,-57.7528,93.2,52,40,2.3
266,Mahebourg,MU,2021-04-13 18:00:44,-20.4081,57.7,78.8,83,75,6.91
267,El Alto,PE,2021-04-13 18:00:45,-4.2714,-81.2147,84.2,58,0,13.8
268,Henties Bay,NA,2021-04-13 18:00:45,-22.116,14.2845,79.75,41,0,7.65
269,San Patricio,US,2021-04-13 18:00:45,28.017,-97.5169,82.4,74,90,11.5
270,Catina,IT,2021-04-13 18:00:46,37.5021,15.0872,62.6,72,0,12.66
271,Ishigaki,JP,2021-04-13 18:00:46,24.3448,124.1572,73.87,85,35,11.16
272,Steenwijk,NL,2021-04-13 18:00:47,52.7875,6.1208,44.01,58,13,4.0
273,Gravdal,NO,2021-04-13 18:00:47,68.1214,13.5031,35.6,69,75,5.75
274,Inirida,CO,2021-04-13 18:00:47,3.8653,-67.9239,85.3,75,64,1.34
275,Sovetskiy,RU,2021-04-13 18:00:48,61.3614,63.5842,42.4,75,100,10.22
276,Iranshahr,IR,2021-04-13 18:00:48,27.2025,60.6848,89.6,10,0,4.61
277,Nizhnyaya Tavda,RU,2021-04-13 18:00:49,57.6731,66.1725,44.44,71,25,8.46
278,Deputatskiy,RU,2021-04-13 18:00:49,69.3,139.9,-11.67,79,29,2.91
